FILE_ID	SOURCE	TARGET
2017-004644-38	trastorno de insomnio	Dificultad para dormir
2020-002819-21	Trastorno del espectro autista	Autismo
2018-000063-88	Trastorno depresivo mayor	Depresión severa 
2017-000736-33	Trastorno por consumo de cocaína según DSM 5	Pacientes con adicción a la cocaína según DSM 5
2015-000075-27	trastornos del ciclo de la urea (TCU)	Enfermedad genética que afecta la manera cómo el cuerpo se deshace de los residuos de exceso de proteína en la dieta
2012-000734-19	Tratamiento con Células Troncales Mesenquimales Autólogas Derivadas de Médula Ósea como Estrategia Terapéutica Potencial en la Esclerosis Múltiple	Células de médula ósea para el tratamiento de la esclerosis múltiple
2017-002164-41	Tratamiento con hormona de crecimiento en el adulto con Síndrome de Prader-Willi: efecto sobre el tono muscular valorado mediante resonancia magnética funcional (RMf) y su relación con la fuerza muscular y la composición corporal	Estudio con pacientes adultos con síndrome de Prader-Willi, que pretende valorar el efecto del tratamiento con hormona del crecimiento sobre el tono muscular y su relación con la fuerza muscular y la composición corporal valorado mediante técnicas de imagen
2019-004975-37	Tratamiento con un antagonista de la vitamina K por tener una válvula cardíaca mecánica	Un antagonista de la vitamina K es un anticoagulante que se utiliza para prevenir la formación de coágulos sanguíneos en pacientes con válvulas cardíacas mecánicas
2015-002685-23	Tratamiento de glioblastoma recién diagnosticado	Tratamiento de tumores cerebrales que han sido recién diagnosticados
2016-002176-27	Tratamiento de hipovolemia debido a la pérdida de sangre aguda en pacientes traumatizados	Disminución del volumen sanguíneo (hipovolemia) debida a hemorragia aguda en pacientes con traumatismo
2016-002162-30	Tratamiento de hipovolemia; cirugía abdominal electiva	Disminución del volumen sanguíneo (hipovolemia) debida a sangrado intenso durante la cirugía abdominal programada
2016-002660-13	TRATAMIENTO DE LA ANEMIA FERROPÉNICA POSTHEMORRAGIA DIGESTIVA AGUDA: FERROTERAPIA ORAL VS IV	Tratamiento con hierro intravenoso frente a hierro oral en la anemia por hemorragia digestiva aguda
2013-000508-40	Tratamiento de la enterocolitis causada por Clostridium difficile	Diarrea causada por la bacteria Clostridium difficile
2012-002633-11	Tratamiento de la gripe en pacientes pediátricos inmunocomprometidos	Niños o adultos jóvenes con inmunidad debilitada e infección por el virus de la influenza (gripe)
2019-004509-29	Tratamiento de la hipertensión (HTN) en pacientes resistentes al tratamiento o difíciles de tratar	Tratamiento de la presion sanguinea alta en pacientes resistentes al tratamiento o difíciles de tratar
2012-005092-14	Tratamiento de la rinitis y de la rinoconjuntivitis inducida por polen de gramíneas en pacientes adultos con síntomas clínicamente relevantes y diagnosticados mediante prueba cutánea de prick positiva y / o test de IgE específica a polen de gramíneas	Tratamiento de lo síntomas oculares y nasales causados por la alergia al polen de gramíneas en pacientes adultos con síntomas relevantes y diagnosticados mediante pruebas específicas
2019-001857-13	Tratamiento de la taquicardia supraventricular paroxística	Episodios repentinos e inesperados de latidos cardíacos rápidos que comienzan y se detienen sin previo aviso debido a una anormalidad en el sistema eléctrico del corazón
2014-003738-24	Tratamiento de pacientes con enfermedad de Parkinson con discinesia inducida por la levodopa	Tratamiento de movimientos anormales inducidos por drogas en la enfermedad de Parkinson
2021-001404-14	Tratamiento de pacientes con hipertensión difícil de tratar y/o resistente al tratamiento (HTN)	Tratamiento de pacientes con presión arterial elevada difícil de tratar y/o resistente al tratamiento
2012-004766-17	Tratamiento de pacientes con linfoma cutáneo de células T tratados previamente	Tratamiento de un tipo de cáncer que afecta a la piel y / o en otras partes del cuerpo, que no ha respondido a otros tratamientos
2015-003652-52	Tratamiento de restitución en pacientes con inmunodeficiencia primaria (IP) 	Tratamiento de restitución en pacientes cuyo cuerpo no produce suficientes proteinas llamadas inmunoglobulinas o anticuerpos 
2012-002471-34	Tratamiento de síndromes mielodisplásicos (SMD) de poco riesgo (riesgo bajo o intermedio-1 [INT-1]) según el Sistema de puntuación pronóstica internacional (IPSS) con anemia dependiente de transfusiones de eritrocitos y trombocitopenia.	Pacientes con falta de glóbulos rojos normales dependiente de transfusiones y con recuento bajo de plaquetas en sangre debido a el síndrome mielodisplásico de bajo riesgo
2019-002281-12	Tratamiento de sintomas vasomotores de moderados a severos asociados con la menopausia	Sofocos asociados a la menopausia
2017-003134-85	Tratamiento del CPNM avanzado	cáncer de pulmón no microcítico avanzado
2017-003829-15	Tratamiento del Delirium para pacientes críticos de la Unidad de Cuidados Intensivos	Tratamiento de la psicosis relacionada con enfermedades críticas en pacientes adultos ingresados en la unidad de cuidados intensivos
2019-003542-32	Tratamiento del derrame pleural paraneumótico complicado o empiema	Tratamiento del líquido acumulado en la pleura debido a complicaciones pulmonares
2012-004545-32	Tratamiento del dolor agudo de grado moderado a severo tras histerectomía abdominal	Tratamiento del dolor agudo después de la extirpación quirúgica del útero
2012-004548-31	Tratamiento en el dolor agudo moderado a severo tras una artroplastia total de cadera unilateral programada	El tratamiento del dolor agudo después de la cirugía de reemplazo de articulación de la cadera
2013-000208-41	Tratamiento facilitador de la abstinencia en sujetos dependientes de la cocaína	Tratamiento de la adicción a la cocaína
2013-005087-25	Tratamiento Neoadyuvante con gemcitabina mas nabpaclitaxel versus folfirinox en pacientes con carcinoma de páncreas potencialmente resecable	Tratamiento con gemcitabina mas nabpaclitaxel frente a folfirinox en pacientes con cáncer de páncreas potencialmente operable
2013-000965-34	Trombocitopenia en pacientes con enfermedad crónica hepática	Recuento bajo de plaquetas en pacientes con enfermedad hepática crónica
2019-003451-11	Trombocitopenia inmune primaria	La trombocitopenia inmune primaria es una enfermedad autoinmune que se caracteriza por un recuento bajo de plaquetas aisladas (trombocitopenia) y la ausencia de otras causas de trombocitopenia
2020-004033-20	Trombocitopenia inmunitaria primaria (ITP)	Trastorno que puede causar facilidad para sufrir hematomas y hemorragias o una cantidad excesiva debido a una baja concentración de las células que contribuyen a la coagulación de la sangre
2017-000475-90	Tromboembolismo	Coágulo(s) de sangre
2016-000991-49	Tromboembolismo venoso	Coágulo de sangre en vena
2014-004708-30	Tromboembolismo venoso asociado al cáncer	coágulo de sangre asociado a cáncer
2014-002385-74	Trombosis arterial o venosa debida al uso de catéter	Coágulo arterial o venoso debido al uso de catéter
2015-004412-38	trombosis de seno dural y venosa cerebral	Pacientes con un coágulo en el sistema venoso del cerebro
2014-000565-47	Trombosis venosa	Coágulo venoso que obstaculiza el flujo sanguíneo
2021-003301-22	Tuberculosis pulmonar	La Tuberculosis es una infección bacteriana contagiosa que compromete los pulmones y que se puede propagarse a otros órganos
2017-004761-28	Tumor del estroma gastrointestinal	Tumor del estroma gastrointestinal es un cancer raro que afecta el tracto digestivo y otras estructuras adyacentes en el abdomen
2015-003645-25	Tumores fuera del sistema nervioso central (SNC)	Tumores que pueden ser tratados con inyección directa y no se producen en médula espinal o cerebro
2017-000207-24	Tumores positivos para quinasa del linfoma anaplásico (ALK) o reordenación durante la transfección (RET)	El cáncer ALK positivo es cualquier tipo de cáncer que tiene un cambio en el gen ALK. El cáncer RET positivo es cualquier tipo de cáncer que tiene un cambio en el gen RET. 
2016-004524-38	tumores sólidos avanzados en pacientes infectados por VIH-1	tumores avanzados en pacientes infectados por el virus de la inmunodeficiencia humana 
2017-001491-35	Tumores sólidos avanzados o metastásicos y neoplasias malignas	tumores sólidos (masas de tejido anormal maligno) avanzados o metastásicos (se extienden de una parte del cuerpo a otra) y neoplasias malignas (cáncer sanguíneo) 
2018-003118-42	Tumores sólidos avanzados y neoplasias malignas hematológicas	tumores sólidos o cáncer en sangre
2017-003182-94	Tumores solidos avanzados y/o metastásicos	Un tumor sólido / cáncer es una masa de tejido anormal que aparece de un crecimiento incontrolado de células y que continua creciendo localmente o se extiende a otras partes del cuerpo (metastasico)
2015-004371-79	Tumores sólidos en estadio avanzado o no resecables y linfomas no Hodgkin (LNH) avanzados en recaída y/o refractarios	Cáncer avanzado incluyendo uno de sangre (linfoma) que no ha respondido al tratamiento, ha recaido después de ser tratado y no puede ser curado o tratado por cirugía, medicamentos u otros tratamientos
2020-001847-16	Tumores sólidos localmente avanzados o metastásicos portadores de mutaciones genómicas oncogénicas específicas o con alta TMB, que se identificarán mediante una técnica NGS validada	Un tumor sólido que ha crecido o se ha diseminado y no se puede extirpar por completo con cirugía. Las células tumorales contienen un cambio o alteración genética
2017-000314-29	Úlceras venosas en miembros inferiores	Úlceras venosas en piernas
2019-001687-30	Un ensayo aleatorizado no comparativo abierto de fase II de atezolizumab más bevacizumab, con carboplatino-paclitaxel o pemetrexed, en carcinoma de pulmón no microcítico mutante EGFR con resistencia adquirida	Un ensayo que explora la eficacia (qué tan bien funciona el tratamiento) y la tolerabilidad de la combinación de dos fármacos en investigación (atezolizumab y bevacizumab), cuando se administra junto con uno de dos tratamientos de quimioterapia diferentes, en pacientes con cáncer de pulmón de células no pequeñas y mutaciones específicas (cambios) en el gen EGFR
2019-000907-34	Estudio en fase I/II de los vectores TheraT® que expresan antígenos específicos del virus papiloma humano 16 positivo (VPH 16+) en pacientes con cánceres VPH 16+ confirmados	Un ensayo clínico para comprobar el régimen de dos vacunas para el tratamiento del cáncer en pacientes con cánceres de virus papiloma humano 16 confirmados
2017-004512-19	un ensayo de fase III, aleatorizado y abierto, que evalúa la eficacia del atezolizumab administrado de forma concomitante con instilaciones vesicales de BCG (Bacilo de Calmette-Guérin) durante un año en pacientes con cáncer de vejiga sin invasión muscular con alto riesgo de recidiva y que no han sido tratados previamente con BCG	Un ensayo clínico para evaluar la eficacia de atezolizumab (tratamiento experimental) junto con un año de tratamiento estándar (BCG) en pacientes que padecen cáncer de vejiga que no se ha extendido al músculo pero que es de alto riesgo de recaída
2020-003125-39	un ensayo de fase IIIb aleatorizado y abierto del tratamiento profiláctico con heparina de bajo peso molecular (HBPM) en la comunidad en comparación con el tratamiento estándar (sin enoxaparina) en pacientes con COVID-19	Estudiar si la administración de una pequeña dosis de un anticoagulante (enoxaparina) en una etapa temprana de la infección COVID-19 puede prevenir el empeoramiento de la enfermedad y evitar la necesidad de una hospitalización
2020-000613-32	Un Estudio Clínico Aleatorio de Fase III de Napabucasin en Combinación con FOLFIRI y Mejor Atención de Apoyo (MAA) versus Napabucasin más MAA en Pacientes Adultos con Cáncer Colorrectal (CCR) Metastásico Previamente Tratado	Este estudio es para comprender qué tan bien funciona un medicamento en investigación (llamado Napabucasin) cuando se administra en combinación con un tratamiento de quimioterapia para personas con cáncer colorrectal después de todos los tratamientos estándar disponibles
2015-002877-40	Un estudio controlado multicéntrico, aleatorizado, doble ciego, de grupos paralelos para evaluar la eficacia y la seguridad de la solución cutánea en aerosol P-3074 en el tratamiento de la alopecia androgénica	Estudio para evaluar la eficacia y seguridad del producto en investigación, la solución cutánea en aerosol P-3074 en el tratamiento de la calvicie masculina
2021-000999-11	Un estudio fase 2b/3, multicéntrico, aleatorizado, doble ciego, controlado con placebo que compara la eficacia y la seguridad de la tableta bucal mucoadhesiva de clonidina versus placebo para prevenir la mucositis oral severa inducida por quimioradioterapia en pacientes con cáncer orofaríngeo	Estudio que compara la eficacia y la seguridad de una tableta de clonidina que se pega a la encía versus tableta de placebo para prevenir una inflamación severa de la boca causada por el tratamiento de radiación en pacientes con cáncer en el medio de la garganta
2016-001505-17	Urticaria crónica espontánea y las enfermedades dermatológicas siguientes. 1 - Eccema / dermatitis (eccema agudo, eccema crónico, dermatitis de contacto, dermatitis atópica, eccema numular, dermatitis por autosensibilización, eccema dishidrótico, eccema asteatósico, neurodermatitis). 2 - Prurigo (prurigo agudo, prurigo subagudo, prurigo crónico). 3 - Prurito cutáneo (prurito cutáneo sistémico, prurito cutáneo local)	La principal indicación evaluada en este estudio es el prurito. Las indicaciones médicas tratadas en este estudio son urticaria (ronchas), eccema / dermatitis, prurigo, y prurito cutáneo
2018-004202-25	Utilidad de la amiodarona en la prevención de la fibrilación auricular de nueva aparición después del implante de una válvula aórtica transcatéter	Utilidad de la amiodarona en la prevención de la fibrilación auricular después del implante de una válvula del corazón
2018-000528-32	Utilidad del ácido tranexámico para disminuir las necesidades transfusionales en fractura de fémur. 	Investigación sobre la administración de ácido tranexámico (medicamento intravenoso) para reducir la cantidad de transfusiones que necesitan los pacientes con fractura de fémur. 
2013-005426-30	UTILIZACIÓN DE ÓXIDO NITROSO PARA ALIVIO DEL DOLOR EN LOS DISTINTOS PROCEDIMIENTOS HISTEROSCÓPICOS 	 USO DEL ANESTÉSICO ÓXIDO NITROSO PARA EL ALIVIO DEL DOLOR EN LOS DIFERENTES PROCEDIMIENTOS EN GINECOLOGÍA
2016-000343-14	Uveitis Anterior (UA) en pacientes con espondiloartritis axial (axSpA) y antecedentes de UA	Uveitis Anterior es inflamación de la capa media del ojo. Espondiloartritis axial es una enfermedad crónica inflamatoria que afecta sobre todo al esqueleto axial (articulaciones sacroiliacas y columna)
2020-002503-19	Vacunación con BCG para reducir el impacto de COVID 19 en personal sanitario tras exposición a Coronavirus	Vacunación de tuberculosis para reducir el impacto de la infección por Coronavirus en personal sanitario tras contacto con el virus
2015-002337-22	Validación confirmatoria de la macimorelina oral como prueba de estimulación (ST) de la somatotropina (GH) para diagnosticar el déficit de somatotropina en adultos (AGHD) en comparación con la prueba de tolerancia a la insulina (ITT)	Comparación de la sustancia de macimorelin (solución bebible) con insulina (inyección) para confirmar que funciona como prueba diagnóstica por su deficit de hormona de crecimiento en adultos
2018-003709-25	Valor del tratamiento guiado con ecografía mediante Plasma Rico en Plaquetas o inyección de volumen en los tendones del manguito de los rotadores	Comparar la respuesta al tratamiento mediante plasma rico en plaquetas o inyección con suero salino en pacientes con dolor de hombro
2014-002319-41	VALORACIÓN DE LA RESPUESTA CLÍNICA Y VIROLÓGICA DE DOS ALTERNATIVAS TERAPÉUTICAS: ANTIVIRAL GANCICLOVIR GEL OFTÁLMICO 0,15% Y SUERO FISIOLÓGICO 0.9% EN PACIENTES CON CONJUNTIVITIS AGUDA ADENOVÍRICA	Valoración de la eficacia de dos tratamientos usados en conjuntivitis aguda por adenovirus: ganciclovir 0.15% y suero salino 0.9%
2019-001983-31	Varices esofágicas en la cirrosis por EHNA	Varices en esófago en pacientes con cirrosis hepática debido a enfermedad del hígado graso no alcohólico con inflamación
2012-001102-14	Vasculitis ANCA	Enfermedad autoinmune en la que los vasos sanguíneos están deteriorados por hiperactividad de los mecanismos de defensa que generalmente protegen contra la infección
2016-001121-14	Vasculitis asociada a anticuerpos citoplásmicos antineutrofílicos (ANCA)	Un cierto tipo de vasculitis (un trastorno que destruye los vasos sanguíneos por la inflamación) denominada vasculitis asociada a ANCA
2016-001767-37	Vejiga hiperactiva (VH)	Urgencia para orinar repentina e incontrolable (incontinencia urinaria) 
2015-004036-36	Vejiga hiperactiva (VH) en hombres con Síntomas del Tracto Urinario Inferior (STUI) debidos a Hiperplasia Benigna de Próstata (HBP) 	Vejiga hiperactiva en hombres con agrandamiento de la próstata y trastornos de la micción
2016-003927-45	Vestibulopatía unilateral aguda	Vértigo agudo severo debido a enfermedad del oído interno
2013-000486-37	VIH E HIPERCOLESTEROLEMIA	VIH y altos niveles de colesterol
2020-001966-13	Virus respiratorio sincitial (VRS)	Virus respiratorio sincitial (VRS) puede infectar los pulmones y la tráquea
2018-001271-20	Vitíligo	El vitíligo es un transtorno crónico de la piel caraterizado por la pérdidad irregular del color de la piel
2020-000657-27	Voluntarios sanos (Prevención de la enfermedad patógena extraintestinal invasiva Escherichia coli (ExPEC))	Voluntarios Sanos (Prevención de Infección por E. Coli)
2020-003643-29	Voluntarios sanos, con o sin comorbilidades (Prevención de la COVID-19 mediada por SARS-CoV-2)	Voluntarios sanos, algunos de los cuales pueden tener una afección médica subyacente (Prevención de la COVID-19)
2016-000371-24	Vulvovaginitis bacteriana o candidiásica	Infecciones vaginales por hongos o bacterias
2016-003903-79	Xeroftalmia de moderada a grave	Sequedad ocular de moderada a grave
2012-003390-26	zonas donantes en injertos de piel de espesor parcial 	Heridas en la piel que resultan de la extracción de las capas superiores de la piel con el fin de trasnplantarlas en el propio paciente para cubrir otras lesiones.
deteccion-prostata-pdq	El cáncer de próstata es muy poco común en los hombres menores de 50 años; la incidencia aumenta rápidamente con cada decenio posterior. 	El cáncer de próstata es más común en los hombres de edad avanzada.
deteccion-prostata-pdq	Los hombres afroamericanos tienen una mortalidad más alta por cáncer de próstata, incluso después de intentar un ajuste por factores de acceso a la atención. 	El cáncer de próstata es más común en los hombres afroamericanos que en los hombres blancos.
deteccion-prostata-pdq	La supervivencia varía según el estadio en el momento del diagnóstico, y se supone que los exámenes de detección identifican algunos cánceres en estadios más tempranos que si no se realizaran, lo que conlleva a una disminución de la mortalidad. 	Los ensayos de exámenes de detección del cáncer también se realizan para averiguar si la detección temprana (identificar el cáncer antes de que cause síntomas) ayuda a una persona a vivir más tiempo o disminuye la probabilidad de morir por la enfermedad.
deteccion-prostata-pdq	Perjuicios de los exámenes de detección 	Los exámenes de detección presentan riesgos
tratamiento-melanoma-infantil-pdq	El melanoma, aunque poco frecuente, es el cáncer de piel más común en los niños, seguido del carcinoma de células basales (CCB) y el carcinoma de células escamosas (CCE). 	Si bien el melanoma es poco común, es el cáncer de piel más frecuente en los niños.
tratamiento-melanoma-infantil-pdq	Las afecciones relacionadas con un aumento del riesgo de melanoma en niños y adolescentes son las siguientes: 	Los factores de riesgo del melanoma infantil son los siguientes
tratamiento-melanoma-infantil-pdq	Exposición a luz solar ultravioleta (UV). 	Exposición a la luz solar natural o artificial (como la de las cámaras de bronceado)
tratamiento-melanoma-infantil-pdq	Para los niños y adolescentes con cáncer se debe considerar la derivación a centros médicos que cuenten con un equipo multidisciplinario de especialistas en oncología con experiencia en el tratamiento de los cánceres que se presentan en la niñez y la adolescencia. 	El tratamiento de los niños con melanoma lo debe planificar un equipo de médicos experto en el tratamiento del cáncer infantil.
tratamiento-melanoma-infantil-pdq	Por lo general, los ensayos clínicos para los niños y adolescentes con cáncer se diseñan a fin de comparar un tratamiento que parece mejor con el tratamiento actual aceptado como estándar. 	Los ensayos clínicos se llevan a cabo para saber si los tratamientos nuevos para el cáncer son inocuos (seguros) y eficaces, o mejores que el tratamiento estándar.
perdida-pdq	Las reacciones comunes o normales que acompañan la aflicción del duelo abarcan componentes como los siguientes: 	Entre las reacciones comunes de aflicción están las siguientes:
perdida-pdq	Ansiedad derivada del sufrimiento por la separación. 	Sentir ansiedad por el sufrimiento de estar separado de un ser querido
perdida-pdq	El luto se define como la expresión pública de la aflicción del duelo. 	El luto es la forma en que la persona expresa su aflicción en público.
perdida-pdq	El duelo se define como la situación objetiva que uno enfrenta después de perder a una persona importante debido a la muerte. 	El duelo es el período de tristeza después de perder una persona querida que murió.
perdida-pdq	En general, las reacciones del duelo normal o común se caracterizan por un movimiento gradual hacia la aceptación de la pérdida y, a pesar de que el funcionamiento diario es muy difícil, se logra seguir con las actividades cotidianas básicas. 	Durante la aflicción normal, la persona de duelo va hacia adelante aceptando la pérdida y es capaz de continuar normalmente con su vida diaria aunque le resulte difícil.
perdida-pdq	Muchas personas en duelo viven períodos de sufrimiento muy intensos de duración limitada (por ejemplo, 20 a 30 minutos), que se conocen de distintas formas como punzadas, oleadas o crisis del duelo. 	Los estallidos o punzadas de aflicción son períodos cortos (20 a 30 minutos) de sufrimiento muy intenso.
perdida-pdq	Con el tiempo, la mayoría de las personas en duelo presentarán los síntomas con menor frecuencia, por periodos más breves o de menor intensidad.	Durante la aflicción normal, los síntomas se presentarán menos seguido y se sentirán menos graves a medida que pasa el tiempo.
perdida-pdq	Aflicción crónica durante el duelo: modelo que acentúa la duración prolongada de los síntomas de aflicción del duelo.	Aflicción crónica: modelo de aflicción en el que los síntomas de una aflicción común duran un tiempo mucho más largo que lo habitual.
perdida-pdq	La repercusión de una pérdida inesperada está moderada por la autoestima y la percepción de control, es decir, las personas en duelo con autoestima baja o un sentido de que la vida es incontrolable padecen más depresión y problemas somáticos después de una muerte inesperada que las personas en duelo con mayor autoestima o un sentido de control más alto. 	Es más probable que las personas que perdieron un ser querido y tienen baja autoestima o sienten que no pueden controlar la vida tengan una reacción de afección complicada después de una pérdida inesperada.
perdida-pdq	Los estudios que revelan un beneficio de la religión tienden a medir la participación religiosa como la asistencia regular a la iglesia, y concluyen que el beneficio de la participación se relaciona con un mayor nivel de apoyo social. 	En algunos estudios se observó que la religión ayuda a las personas a enfrentarse mejor con la aflicción.
perdida-pdq	En general, los hombres experimentan más consecuencias negativas que las mujeres después de perder a un cónyuge. 	En general, los hombres tienen más problemas que las mujeres después de la muerte de un cónyuge.
perdida-pdq	Los hombres también tienden a presentar mayores grados de depresión y de consecuencias negativas para la salud en general que las mujeres después de la muerte del cónyuge. 	Los hombres tienden a sufrir una depresión peor y más problemas de salud que las mujeres después de una pérdida.
perdida-pdq	Algunos investigadores han indicado que el mecanismo que explica esta diferencia es que el grado de apoyo social que se proporciona a los hombres en duelo es más bajo que el de las mujeres en duelo. 	Algunos investigadores piensan que esto se puede deber a que los hombres reciben menos apoyo social después de una pérdida.
perdida-pdq	En general, las personas jóvenes que elaboran un duelo presentan más dificultades después de una pérdida que las personas mayores. 	En general, las personas jóvenes que están de duelo tienen más problemas después de una pérdida que las personas de más edad que están de duelo.
perdida-pdq	Sin embargo, también se considera que las personas más jóvenes que elaboran un duelo pasan por más dificultades durante el período inicial después de la pérdida, pero se recuperan más rápido porque tienen más acceso a diversos tipos de recursos (por ejemplo, apoyo social) que las personas de más edad. 	Sin embargo, la gente joven que está de duelo se puede recuperar más rápido que las personas de más edad en la misma situación porque tiene más recursos y apoyo social.
perdida-pdq	Sin embargo, como se mencionó antes, la falta de apoyo social es un factor de riesgo para los desenlaces desfavorables del duelo	La falta de apoyo social aumenta la probabilidad de tener problemas al enfrentarse con una pérdida.
perdida-pdq	La mayoría de las personas en duelo experimentan reacciones emocionales, físicas y sociales dolorosas y de sufrimiento; sin embargo, la mayoría de los investigadores concuerdan en que muchas de las personas en duelo se adaptan conforme pasa el tiempo, por lo general dentro de los primeros 6 meses a 2 años. 	La mayoría de las personas que están de duelo se abren paso por la aflicción y se recuperan dentro de los seis meses y dos años.
perdida-pdq	Tratamiento farmacológico de la depresión relacionada con el duelo 	A veces, la depresión relacionada con la aflicción se trata con medicamentos.
perdida-pdq	Algunos profesionales de la salud argumentan que es difícil diferenciar la tristeza, el sufrimiento o aflicción que acompañan el duelo normal, de la tristeza y el sufrimiento que acompañan la depresión, además que no se justifica un tratamiento farmacológico para un proceso emocional normal. 	Algunos profesionales de la salud piensan que la depresión es una parte normal de la aflicción y no se necesita tratar
perdida-pdq	A pesar de que la experiencia de la pérdida es única y muy individualizada, varios factores afectan la manera en la que el niño elabora el duelo: 	Aunque la aflicción es diferente para cada niño, hay varios factores que pueden afectar el proceso de la aflicción de un niño
perdida-pdq	Formas de satisfacer las necesidades de atención continuada del niño. 	El modo en que el niño continúa siendo cuidado.
perdida-pdq	Estilos de los progenitores para afrontar el estrés. 	La manera en que los padres hacen frente a la tensión.
perdida-pdq	Los niños no reaccionan ante la pérdida de la misma forma que los adultos y tal vez no demuestren sus sentimientos en forma tan abierta como lo hacen los adultos. 	Los niños no reaccionan de la misma manera que los adultos ante una pérdida. Los niños que están afligidos pueden no mostrar sus sentimientos tan abiertamente como los adultos.
perdida-pdq	Las familias suelen interpretar en forma incorrecta este comportamiento como que el niño no entiende en realidad la muerte o que ya la superó. 	A menudo, las familias piensan que el niño no entiende realmente la pérdida o que su aflicción pasó rápidamente.
perdida-pdq	la mente de los niños los protege de pensamientos y sentimientos que no pueden manejar por ser demasiado intensos. 	La mente de los niños los protege de lo que es demasiado difícil de manejar emocionalmente.
perdida-pdq	Las expresiones de la aflicción del duelo en los niños son intermitentes porque ellos no exploran de manera racional todos sus pensamientos y sentimientos como lo hacen los adultos. 	Los niños no pueden analizar sus pensamientos y sentimientos como los adultos.
perdida-pdq	Los sentimientos intensos de rabia y el miedo al abandono o a la muerte a veces son conductas notorias en los niños que elaboran un duelo. 	Los niños afligidos pueden mostrar con su comportamiento fuertes sentimientos de ira y de miedo a la muerte, o de ser abandonados.
perdida-pdq	Los niños tienden a participar en juegos de muerte como una forma de desahogo y abordaje de las ansiedades dentro de un ambiente relativamente seguro. 	A menudo, los niños juegan a la muerte como una manera de elaborar sus sentimientos y preocupaciones.
perdida-pdq	Estos juegos son habituales en los niños y les proporcionan oportunidades seguras para expresar sus sentimientos. 	Estos juegos permiten que los niños puedan expresar sus sentimientos sin peligro.
perdida-pdq	Si bien los lactantes no reconocen la muerte, los sentimientos de pérdida y separación son parte del proceso de concientización de la muerte. 	Los lactantes no reconocen la muerte, pero los sentimientos de pérdida y separación forman parte del desarrollo de la conciencia de la muerte.
perdida-pdq	Los niños que han sido separados de su madre y privados de los cuidados propios de la crianza tal vez presenten cambios como apatía, quietud, indiferencia a una sonrisa o un arrullo, cambios físicos (como la pérdida de peso), disminución de la actividad y falta de sueño. 	Los niños separados de sus madres pueden estar inactivos y callados, pueden no responder a una sonrisa o un arrullo, pueden tener síntomas físicos (como pérdida de peso) y pueden dormir menos.
perdida-pdq	En este intervalo de edad, los niños consideran que la muerte es una especie de sueño: la persona está viva, pero de modo limitado. 	Los niños de esta edad consideran que la muerte es un tipo de sueño, la persona está viva, pero solo de manera limitada.
perdida-pdq	Los niños pequeños reconocen la muerte física, pero la consideran una situación temporal o gradual, reversible y no definitiva (como irse y regresar, o como jugar a las escondidas). 	Los niños pequeños saben que la muerte es física, pero piensan que no es final.
perdida-pdq	Los niños tal vez sientan que seguramente hicieron o pensaron algo malo para que un ser querido se enferme, o quizás piensen que la muerte de un ser querido ocurrió a raíz del pensamiento o el deseo personal del niño. 	Por ejemplo, el niño puede pensar que sus pensamientos pueden hacer que otra persona enferme o muera.
perdida-pdq	En respuesta a la muerte, los niños menores de 5 años a menudo presentarán trastornos para comer, dormir, y en el control de esfínteres. 	Los niños de menos de 5 años que están afligidos pueden tener problemas para comer, dormir, controlar la vejiga y los intestinos.
perdida-pdq	No es inusual que se despierte la curiosidad por la muerte en los niños en este intervalo de edad y hacen preguntas muy concretas acerca de lo que sucede en el cuerpo cuando deja de funcionar. 	Los niños de esta edad a menudo sienten curiosidad sobre la muerte y pueden hacer preguntas sobre qué pasa con el cuerpo cuando muere.
perdida-pdq	Los varones tal vez exhiban más comportamiento agresivo y destructor (por ejemplo, mal comportamiento en la escuela); porque expresan sus sentimientos de este modo en lugar de mostrar su tristeza en forma abierta. 	Los varones a menudo se vuelven más agresivos y destructivos (por ejemplo, expresar impulsos reprimidos en la escuela), en lugar de mostrar abiertamente su tristeza.
perdida-pdq	Cuando un progenitor muere, los niños sienten el abandono del progenitor fallecido y del superviviente porque el progenitor que sobrevivió a menudo está embebido en su propio duelo y es menos capaz de brindar apoyo emocional al niño. 	Cuando uno de los padres muere, los niños pueden sentirse abandonados tanto por el padre que murió y el que está vivo, cuya aflicción lo torna incapaz de apoyar emocionalmente al hijo.
perdida-pdq	Cuando el niño cumple 9 años, la muerte se entiende como inevitable y ya no se considera un castigo. 	Los niños de 9 años y más saben que no se puede evitar la muerte y no la consideran un castigo.
perdida-pdq	Al cumplir los 12 de edad, el niño considera la muerte como definitiva y universal. 	Cuando el niño tiene 12 años, considera que la muerte es final y algo que le pasa a todos.
perdida-pdq	Problemas para alimentarse, dormir y controlar los esfínteres. 	Problemas para comer, dormir y controlar la vejiga y los intestinos.
perdida-pdq	Temor al abandono. 	Miedo de ser abandonado.
perdida-pdq	Por el contrario, los niños a menudo conversan con las personas que los rodean (incluso con desconocidos) como una manera de observar las reacciones y buscar indicios que los ayuden a guiar sus propias respuestas. 	En contraste, los niños hablan a menudo con quienes los rodean (hasta con extraños) para ver cómo reacciona los demás y tener pistas sobre cómo responder a la pérdida.
